Vertice, Pai, Distancia
5432,3146,4
5433,5457,3
5434,3717,4
5435,6371,4
5436,516,4
5437,857,4
5438,5696,5
5439,2166,5
5440,7176,4
5441,3030,4
5442,1849,4
5443,6810,4
5444,9397,5
5445,2183,4
5446,1855,3
5447,379,4
5448,1207,4
5449,4312,4
5450,6357,4
5451,4028,4
5452,459,4
5453,6430,5
5454,424,5
5455,5768,4
5456,674,4
5457,9945,2
5458,9503,5
5459,3606,3
5460,9327,3
5461,8906,5
5462,4703,4
5463,7726,5
5464,9885,3
5465,681,5
5466,3827,4
5467,6218,4
5468,4928,5
5469,3537,4
5470,9954,5
5471,9639,4
5472,5100,4
5473,8976,5
5474,255,4
5475,5885,5
5476,2825,4
5477,6772,5
5478,9919,4
5479,5651,5
5480,9171,5
5481,8335,3
5482,5006,3
5483,6054,4
5484,3249,4
5485,8347,2
5486,9796,5
5487,1142,4
5488,6296,4
5489,9961,4
5490,2864,5
5491,5434,5
5492,9257,5
5493,8595,5
5494,176,2
5495,631,4
5496,5321,3
5497,9916,4
5498,9300,4
5499,1717,4
5500,9873,4
5501,2785,5
5502,5307,3
5503,8307,5
5504,5802,5
5505,6005,5
5506,5916,4
5507,7592,4
5508,2827,5
5509,6298,4
5510,9873,4
5511,9300,4
5512,7753,4
5513,5371,4
5514,1485,4
5515,130,4
5516,4882,4
5517,2908,4
5518,3267,4
5519,971,4
5520,2468,4
5521,2273,4
5522,3522,3
5523,1516,6
5524,6587,5
5525,2895,4
5526,3631,4
5527,3686,4
5528,9206,5
5529,804,4
5530,5110,3
5531,1121,4
5532,3522,3
5533,643,4
5534,8567,3
5535,6120,5
5536,7227,5
5537,6155,5
5538,6061,5
5539,9059,4
5540,1364,4
5541,8160,4
5542,9534,5
5543,4168,5
5544,7715,4
5545,6054,4
5546,146,3
5547,7097,5
5548,4937,5
5549,7210,4
5550,2857,5
5551,3517,5
5552,842,3
5553,4670,4
5554,8192,4
5555,4478,4
5556,1980,4
5557,7102,5
5558,6513,5
5559,5743,5
5560,5068,5
5561,5587,4
5562,1061,5
5563,5768,4
5564,2538,5
5565,5610,4
5566,2537,5
5567,1252,4
5568,887,3
5569,2259,5
5570,8174,4
5571,9436,5
5572,9414,4
5573,7726,5
5574,361,4
5575,8022,4
5576,8680,5
5577,1207,4
5578,3535,5
5579,6350,5
5580,9976,4
5581,3489,4
5582,9419,4
5583,5323,5
5584,9421,5
5585,2336,4
5586,1890,3
5587,1248,3
5588,2174,4
5589,2701,5
5590,5580,5
5591,7882,4
5592,8194,4
5593,4048,5
5594,2336,4
5595,3655,5
5596,8261,5
5597,8659,5
5598,8390,5
5599,4127,5
5600,3017,4
5601,8975,3
5602,1121,4
5603,2075,4
5604,4589,5
5605,4624,5
5606,5675,5
5607,2035,4
5608,9217,5
5609,8146,4
5610,8543,3
5611,5322,4
5612,4392,5
5613,1540,4
5614,6902,5
5615,2177,4
5616,1723,5
5617,539,5
5618,6524,4
5619,6559,4
5620,1060,4
5621,9617,5
5622,1736,5
5623,1060,4
5624,3058,4
5625,1806,4
5626,3578,4
5627,2834,4
5628,3160,4
5629,823,4
5630,7621,4
5631,9762,4
5632,3872,4
5633,6942,4
5634,6684,5
5635,9887,4
5636,2413,4
5637,8446,5
5638,3097,4
5639,8285,4
5640,9351,4
5641,3246,5
5642,2686,4
5643,8713,5
5644,3851,5
5645,2111,4
5646,8822,4
5647,9283,5
5648,9632,4
5649,3025,4
5650,6744,4
5651,3454,4
5652,6337,5
5653,6168,4
5654,4757,5
5655,5900,5
5656,6879,5
5657,3003,5
5658,2005,4
5659,908,4
5660,5279,4
5661,4636,4
5662,9559,4
5663,6366,4
5664,278,5
5665,9676,5
5666,2799,4
5667,242,4
5668,887,3
5669,9873,4
5670,2177,4
5671,3382,4
5672,7859,4
5673,7468,4
5674,5295,3
5675,6532,4
5676,242,4
5677,2283,5
5678,9501,4
5679,4570,5
5680,190,5
5681,3737,4
5682,9201,4
5683,7672,5
5684,2757,4
5685,9270,5
5686,1986,4
5687,8969,5
5688,4587,4
5689,5635,5
5690,4727,5
5691,842,3
5692,5295,3
5693,6635,4
5694,758,4
5695,9882,5
5696,662,4
5697,7251,4
5698,6834,5
5699,2333,4
5700,8455,4
5701,8187,4
5702,7796,5
5703,3075,4
5704,4235,4
5705,3160,4
5706,3875,5
5707,516,4
5708,9335,4
5709,9142,4
5710,2647,5
5711,1253,5
5712,9882,5
5713,373,4
5714,7719,5
5715,1383,5
5716,3577,5
5717,4598,4
5718,6810,4
5719,9384,4
5720,2219,5
5721,8717,5
5722,9472,5
5723,8725,4
5724,2709,4
5725,6350,5
5726,3017,4
5727,9023,5
5728,8857,3
5729,6990,5
5730,4277,3
5731,8323,4
5732,8520,5
5733,9856,5
5734,1824,4
5735,766,4
5736,803,4
5737,2816,4
5738,6334,5
5739,5552,4
5740,839,3
5741,8163,4
5742,8523,4
5743,3631,4
5744,9327,3
5745,4002,3
5746,4320,4
5747,9632,4
5748,483,5
5749,2119,4
5750,9701,4
5751,5234,4
5752,4163,4
5753,5821,5
5754,6050,5
5755,6200,5
5756,643,4
5757,7025,5
5758,8597,4
5759,808,5
5760,4589,5
5761,2566,4
5762,5692,4
5763,6775,4
5764,5322,4
5765,6969,5
5766,702,5
5767,2169,5
5768,9484,3
5769,8744,4
5770,9511,5
5771,3788,5
5772,8059,4
5773,3075,4
5774,9355,4
5775,7322,5
5776,967,4
5777,9871,5
5778,4235,4
5779,3445,5
5780,1717,4
5781,9172,4
5782,8479,5
5783,1419,4
5784,2529,5
5785,7909,5
5786,115,3
5787,9443,5
5788,9250,5
5789,7662,5
5790,3534,5
5791,2111,4
5792,5304,4
5793,7834,5
5794,9882,5
5795,8736,4
5796,4636,4
5797,9501,4
5798,1530,5
5799,9530,4
5800,5304,4
5801,5696,5
5802,3267,4
5803,6905,4
5804,4481,4
5805,8494,5
5806,7874,5
5807,7533,4
5808,6492,5
5809,4426,5
5810,534,5
5811,8971,5
5812,7533,4
5813,3357,5
5814,1549,5
5815,4481,4
5816,6263,4
5817,6524,4
5818,9845,4
5819,9963,5
5820,9317,2
5821,6769,4
5822,9769,5
5823,886,5
5824,9508,4
5825,7990,5
5826,786,5
5827,7683,4
5828,9207,5
5829,9305,4
5830,2075,4
5831,4819,5
5832,2856,5
5833,9941,5
5834,8300,4
5835,224,5
5836,1026,4
5837,9283,5
5838,9826,4
5839,8536,5
5840,136,5
5841,9842,4
5842,2035,4
5843,6116,4
5844,5304,4
5845,475,4
5846,8429,4
5847,5322,4
5848,4608,4
5849,3795,5
5850,4316,5
5851,1052,5
5852,5610,4
5853,4029,4
5854,9186,4
5855,6500,5
5856,9735,4
5857,36,5
5858,9612,4
5859,9623,5
5860,9741,5
5861,7774,4
5862,8713,5
5863,4738,4
5864,5488,5
5865,3334,5
5866,1419,4
5867,347,6
5868,1277,5
5869,689,4
5870,2132,5
5871,1341,4
5872,6632,5
5873,5692,4
5874,6660,4
5875,3605,4
5876,8857,3
5877,8332,3
5878,7753,4
5879,8520,5
5880,4534,5
5881,8757,3
5882,5877,4
5883,3770,4
5884,8290,3
5885,2036,4
5886,5030,5
5887,4156,5
5888,1521,5
5889,8857,3
5890,4246,4
5891,8906,5
5892,8214,4
5893,2834,4
5894,1142,4
5895,2530,4
5896,6205,5
5897,459,4
5898,2485,4
5899,6104,4
5900,7133,4
5901,7606,5
5902,9104,6
5903,4074,5
5904,539,5
5905,6519,5
5906,9142,4
5907,8174,4
5908,9919,4
5909,6360,4
5910,7774,4
5911,105,5
5912,4558,5
5913,5546,4
5914,8719,3
5915,1086,5
5916,1415,3
5917,8267,4
5918,7490,5
5919,734,5
5920,897,5
5921,2825,4
5922,4403,5
5923,9715,5
5924,3207,4
5925,2314,4
5926,7251,4
5927,2273,4
5928,6744,4
5929,5674,4
5930,8610,5
5931,659,4
5932,665,5
5933,1673,4
5934,2582,5
5935,6120,5
5936,1105,4
5937,8695,4
5938,5121,4
5939,5884,4
5940,6693,4
5941,8286,4
5942,8051,4
5943,5924,5
5944,5234,4
5945,9280,4
5946,8825,5
5947,2075,4
5948,4560,4
5949,4320,4
5950,5010,4
5951,9374,5
5952,1902,4
5953,155,4
5954,1824,4
5955,4743,3
5956,1773,5
5957,8399,5
5958,6601,4
5959,1702,4
5960,9688,5
5961,3156,5
5962,5299,5
5963,9240,3
5964,9873,4
5965,4374,5
5966,9819,5
5967,8258,4
5968,4461,4
5969,9715,5
5970,373,4
5971,7279,5
5972,4032,5
5973,2273,4
5974,6296,4
5975,1253,5
5976,7526,4
5977,1626,5
5978,1105,4
5979,3508,5
5980,5522,4
5981,5068,5
5982,874,4
5983,6132,3
5984,1824,4
5985,2395,4
5986,2386,5
5987,6782,4
5988,668,4
5989,7467,5
5990,6120,5
5991,6808,5
5992,4528,4
5993,4785,4
5994,2317,5
5995,2721,4
5996,6819,5
5997,9619,4
5998,7898,5
5999,9333,5
6000,5587,4
6001,5708,5
6002,8033,5
6003,4786,5
6004,4670,4
6005,6693,4
6006,5371,4
6007,99,4
6008,1592,4
6009,7077,4
6010,9472,5
6011,6569,5
6012,5066,5
6013,6132,3
6014,9514,4
6015,2903,4
6016,8266,5
6017,3225,4
6018,2105,3
6019,2106,5
6020,1902,4
6021,3412,4
6022,8452,4
6023,1122,4
6024,195,3
6025,2252,4
6026,8349,5
6027,3532,5
6028,2122,4
6029,8878,4
6030,4908,5
6031,8488,3
6032,9073,5
6033,8435,5
6034,3737,4
6035,8994,3
6036,3559,5
6037,9887,4
6038,9317,2
6039,5189,5
6040,8921,5
6041,5412,4
6042,4617,4
6043,7828,4
6044,2485,4
6045,1893,5
6046,4002,3
6047,2014,5
6048,7174,4
6049,8292,5
6050,1004,4
6051,7902,5
6052,5253,5
6053,8651,4
6054,1473,3
6055,1061,5
6056,9976,4
6057,1493,4
6058,4768,5
6059,2377,5
6060,3472,4
6061,507,4
6062,7709,4
6063,1223,4
6064,9343,5
6065,4200,3
6066,2903,4
6067,3195,4
6068,905,5
6069,7368,4
6070,3423,4
6071,2865,4
6072,4830,4
6073,7637,4
6074,9732,4
6075,4427,4
6076,9516,4
6077,4308,5
6078,7193,4
6079,8817,5
6080,461,5
6081,9961,4
6082,3445,5
6083,4307,5
6084,9134,5
6085,4625,5
6086,9350,4
6087,6809,4
6088,4182,5
6089,3042,4
6090,9596,4
6091,8919,3
6092,3488,5
6093,1477,5
6094,2286,3
6095,5494,3
6096,8344,4
6097,9082,3
6098,723,4
6099,2689,4
6100,9414,4
6101,5586,4
6102,8073,4
6103,4941,5
6104,909,3
6105,7121,5
6106,5781,5
6107,3047,4
6108,2908,4
6109,5916,4
6110,563,4
6111,4362,5
6112,4036,4
6113,9617,5
6114,2093,5
6115,8736,4
6116,2358,3
6117,3227,5
6118,7099,4
6119,2598,4
6120,3108,4
6121,4608,4
6122,327,5
6123,7031,5
6124,5119,5
6125,3030,4
6126,7581,5
6127,9898,4
6128,3075,4
6129,5070,4
6130,5900,5
6131,6644,4
6132,9317,2
6133,8404,5
6134,967,4
6135,4214,4
6136,8501,5
6137,8644,4
6138,6485,5
6139,2425,5
6140,3748,5
6141,7874,5
6142,662,4
6143,5410,5
6144,9096,5
6145,175,5
6146,3630,5
6147,2979,5
6148,7384,4
6149,9266,5
6150,832,4
6151,610,4
6152,127,4
6153,130,4
6154,1803,5
6155,5691,4
6156,2876,5
6157,9520,4
6158,6949,4
6159,2259,5
6160,291,4
6161,5697,5
6162,1069,5
6163,3631,4
6164,9257,5
6165,8249,5
6166,1643,3
6167,9847,5
6168,5494,3
6169,7351,4
6170,2804,4
6171,3383,4
6172,2834,4
6173,9541,5
6174,6726,5
6175,2371,4
6176,7851,5
6177,1020,5
6178,9585,5
6179,4387,4
6180,7656,5
6181,1071,5
6182,4104,5
6183,5121,4
6184,8062,5
6185,3504,4
6186,6335,4
6187,799,4
6188,7694,5
6189,9933,4
6190,8455,4
6191,5897,5
6192,1893,5
6193,1568,5
6194,7619,5
6195,5494,3
6196,5048,4
6197,9333,5
6198,9351,4
6199,1384,4
6200,8822,4
6201,666,5
6202,6050,5
6203,536,3
6204,3588,5
6205,668,4
6206,6749,4
6207,7753,4
6208,5090,5
6209,6785,5
6210,8098,4
6211,3703,4
6212,857,4
6213,5494,3
6214,6195,4
6215,2686,4
6216,8270,5
6217,1277,5
6218,2337,3
6219,8891,5
6220,7102,5
6221,5118,4
6222,7133,4
6223,8975,3
6224,115,3
6225,3306,3
6226,6804,4
6227,1077,4
6228,5876,4
6229,2696,4
6230,8105,5
6231,2763,5
6232,673,4
6233,4036,4
6234,7102,5
6235,9326,4
6236,9994,5
6237,4074,5
6238,9206,5
6239,7011,4
6240,3631,4
6241,2061,5
6242,5940,5
6243,4541,5
6244,1420,5
6245,4643,4
6246,9873,4
6247,6685,4
6248,782,5
6249,3114,5
6250,6501,5
6251,3535,5
6252,9674,3
6253,4320,4
6254,6035,4
6255,4608,4
6256,8206,4
6257,9774,5
6258,8685,4
6259,8881,5
6260,7267,5
6261,5095,5
6262,3631,4
6263,1643,3
6264,6274,5
6265,5321,3
6266,9309,5
6267,2111,4
6268,6660,4
6269,8119,5
6270,4283,5
6271,2262,5
6272,9933,4
6273,7859,4
6274,6532,4
6275,7753,4
6276,1971,4
6277,4624,5
6278,4636,4
6279,7021,4
6280,804,4
6281,2899,5
6282,7530,3
6283,7133,4
6284,6195,4
6285,6427,4
6286,649,4
6287,7170,5
6288,2160,4
6289,491,5
6290,3558,4
6291,4801,5
6292,9772,5
6293,9436,5
6294,3167,4
6295,7768,5
6296,5006,3
6297,7308,4
6298,4880,3
6299,1518,5
6300,7839,4
6301,8059,4
6302,7609,4
6303,4564,5
6304,4635,5
6305,6328,5
6306,8744,4
6307,5234,4
6308,7097,5
6309,6213,4
6310,9701,4
6311,3913,4
6312,7031,5
6313,7839,4
6314,3639,5
6315,8502,5
6316,4541,5
6317,1770,4
6318,4637,4
6319,1782,5
6320,7512,3
6321,4328,5
6322,1078,5
6323,2793,5
6324,3162,5
6325,8305,5
6326,3743,5
6327,8649,4
6328,2500,4
6329,2997,4
6330,959,4
6331,5322,4
6332,2882,5
6333,1471,5
6334,5234,4
6335,195,3
6336,8628,5
6337,7063,4
6338,9897,5
6339,1446,4
6340,1971,4
6341,4550,3
6342,9898,4
6343,2035,4
6344,544,5
6345,9596,4
6346,2827,5
6347,2721,4
6348,6530,5
6349,6296,4
6350,1806,4
6351,9355,4
6352,5552,4
6353,1030,4
6354,9009,4
6355,4222,5
6356,7368,4
6357,115,3
6358,6635,4
6359,4283,5
6360,146,3
6361,2827,5
6362,7828,4
6363,5371,4
6364,231,4
6365,8853,5
6366,9240,3
6367,2663,5
6368,2273,4
6369,7859,4
6370,17,4
6371,536,3
6372,4576,5
6373,3819,5
6374,2305,5
6375,7685,5
6376,1962,4
6377,9701,4
6378,8117,4
6379,8258,4
6380,674,4
6381,9910,3
6382,5234,4
6383,3686,4
6384,5952,5
6385,7532,5
6386,1556,5
6387,3846,5
6388,9423,4
6389,6046,4
6390,3105,5
6391,5172,4
6392,2598,4
6393,3099,5
6394,2827,5
6395,7619,5
6396,1175,5
6397,2742,4
6398,6659,4
6399,9427,4
6400,1470,4
6401,6560,5
6402,4302,4
6403,7977,4
6404,4250,4
6405,4909,4
6406,4499,5
6407,6371,4
6408,5310,5
6409,7032,5
6410,3039,5
6411,839,3
6412,7715,4
6413,6822,4
6414,6931,5
6415,4061,4
6416,4819,5
6417,8266,5
6418,7015,5
6419,3651,4
6420,6532,4
6421,4760,5
6422,2793,5
6423,766,4
6424,340,5
6425,5098,4
6426,5000,5
6427,3897,3
6428,3656,5
6429,362,5
6430,5740,4
6431,1962,4
6432,1671,4
6433,9309,5
6434,4462,4
6435,5371,4
6436,3269,4
6437,7077,4
6438,8267,4
6439,3269,4
6440,1109,5
6441,3149,5
6442,7655,4
6443,6411,4
6444,9847,5
6445,5467,5
6446,6094,4
6447,3737,4
6448,7925,4
6449,2087,4
6450,3186,4
6451,5446,4
6452,4994,4
6453,6190,5
6454,2159,5
6455,9693,5
6456,8124,4
6457,4319,5
6458,3412,4
6459,8985,5
6460,7270,5
6461,9280,4
6462,1242,4
6463,4835,5
6464,8323,4
6465,7776,4
6466,5118,4
6467,4603,5
6468,7332,5
6469,2161,5
6470,8839,4
6471,6931,5
6472,9985,5
6473,4776,6
6474,7662,5
6475,1953,5
6476,343,4
6477,7672,5
6478,563,4
6479,779,5
6480,5724,5
6481,8267,4
6482,8068,4
6483,7779,4
6484,8705,4
6485,8022,4
6486,2127,4
6487,2664,5
6488,4487,5
6489,7885,4
6490,115,3
6491,9251,5
6492,259,4
6493,1133,3
6494,9497,4
6495,81,5
6496,1841,5
6497,4603,5
6498,6631,5
6499,9623,5
6500,8771,4
6501,8147,4
6502,2754,4
6503,6847,5
6504,7882,4
6505,3774,5
6506,1561,5
6507,8537,5
6508,8445,4
6509,3120,5
6510,8881,5
6511,9158,5
6512,7308,4
6513,2912,4
6514,7446,5
6515,7090,5
6516,6659,4
6517,3651,4
6518,7774,4
6519,7229,4
6520,667,4
6521,4462,4
6522,9826,4
6523,9414,4
6524,1058,3
6525,8760,4
6526,3033,4
6527,5100,4
6528,2330,4
6529,4643,4
6530,9873,4
6531,4939,5
6532,842,3
6533,6935,5
6534,2373,4
6535,4826,5
6536,5118,4
6537,3388,4
6538,5916,4
6539,17,4
6540,2032,5
6541,3788,5
6542,3733,5
6543,8854,4
6544,6949,4
6545,5741,5
6546,9762,4
6547,6929,5
6548,2392,4
6549,3655,5
6550,3837,5
6551,9442,5
6552,6168,4
6553,5530,4
6554,7715,4
6555,4596,5
6556,4590,4
6557,2908,4
6558,723,4
6559,5485,3
6560,8192,4
6561,8966,5
6562,6366,4
6563,2387,5
6564,8639,5
6565,4653,5
6566,1207,4
6567,9411,5
6568,4465,4
6569,629,4
6570,9198,5
6571,1419,4
6572,6735,5
6573,6104,4
6574,4261,4
6575,6685,4
6576,7467,5
6577,2687,5
6578,3650,5
6579,4374,5
6580,3809,4
6581,1171,5
6582,1633,4
6583,4791,5
6584,5100,4
6585,6411,4
6586,3344,5
6587,4830,4
6588,6102,5
6589,8534,5
6590,206,5
6591,2478,5
6592,666,5
6593,4934,5
6594,7401,4
6595,2820,5
6596,8447,5
6597,8071,4
6598,1671,4
6599,8842,4
6600,9769,5
6601,4200,3
6602,2054,5
6603,2075,4
6604,4210,5
6605,8842,4
6606,5371,4
6607,3272,5
6608,4481,4
6609,3472,4
6610,2198,5
6611,5881,4
6612,5791,5
6613,7777,4
6614,4476,5
6615,6007,5
6616,3956,5
6617,130,4
6618,2336,4
6619,5121,4
6620,9501,4
6621,2693,5
6622,9481,5
6623,7779,4
6624,5459,4
6625,3913,4
6626,1242,4
6627,7793,5
6628,3557,5
6629,4928,5
6630,1968,4
6631,291,4
6632,4785,4
6633,3671,6
6634,7467,5
6635,8290,3
6636,72,5
6637,7271,4
6638,2371,4
6639,2190,5
6640,662,4
6641,8499,4
6642,1507,5
6643,892,5
6644,7645,3
6645,3167,4
6646,4241,4
6647,2955,5
6648,604,4
6649,8174,4
6650,5346,4
6651,7398,5
6652,732,4
6653,1473,3
6654,7407,3
6655,4312,4
6656,424,5
6657,7578,5
6658,1626,5
6659,8335,3
6660,1859,3
6661,8497,4
6662,7779,4
6663,9484,3
6664,5247,4
6665,3093,5
6666,3798,3
6667,4637,4
6668,2500,4
6669,2283,5
6670,2689,4
6671,2251,4
6672,8975,3
6673,6135,5
6674,8920,5
6675,8495,4
6676,9388,4
6677,6195,4
6678,3532,5
6679,7107,5
6680,2395,4
6681,4994,4
6682,8229,4
6683,7398,5
6684,8854,4
6685,2723,3
6686,5581,5
6687,5417,5
6688,4822,4
6689,1043,5
6690,6335,4
6691,9876,5
6692,9770,4
6693,4550,3
6694,2177,4
6695,4708,5
6696,9912,5
6697,9994,5
6698,5118,4
6699,3191,4
6700,3017,4
6701,1521,5
6702,9562,4
6703,4402,4
6704,9712,5
6705,9770,4
6706,8192,4
6707,7814,4
6708,2527,4
6709,718,5
6710,4047,5
6711,3186,4
6712,657,5
6713,8455,4
6714,1702,4
6715,6659,4
6716,1733,5
6717,6512,5
6718,1814,4
6719,471,5
6720,6046,4
6721,629,4
6722,4224,5
6723,4777,5
6724,8033,5
6725,9643,4
6726,343,4
6727,5973,5
6728,7913,4
6729,1704,4
6730,8522,4
6731,5963,4
6732,1726,5
6733,799,4
6734,9873,4
6735,99,4
6736,199,5
6737,9379,5
6738,9326,4
6739,8576,4
6740,3651,4
6741,9421,5
6742,9082,3
6743,9597,5
6744,9240,3
6745,610,4
6746,8174,4
6747,667,4
6748,3705,5
6749,887,3
6750,327,5
6751,6420,5
6752,5110,3
6753,8321,5
6754,1719,5
6755,176,2
6756,8294,4
6757,2443,5
6758,3899,2
6759,1304,4
6760,3412,4
6761,1723,5
6762,6562,5
6763,5691,4
6764,1495,4
6765,6895,5
6766,649,4
6767,8807,5
6768,8715,5
6769,5006,3
6770,2681,5
6771,9305,4
6772,6886,4
6773,4176,5
6774,6054,4
6775,5494,3
6776,569,5
6777,346,5
6778,6218,4
6779,6218,4
6780,7952,4
6781,2686,4
6782,4698,3
6783,6703,5
6784,6263,4
6785,2392,4
6786,6728,5
6787,9864,5
6788,666,5
6789,5963,4
6790,5691,4
6791,1341,4
6792,6031,4
6793,944,4
6794,8270,5
6795,195,3
6796,7990,5
6797,1933,4
6798,9854,4
6799,5279,4
6800,7407,3
6801,7489,4
6802,1052,5
6803,3171,5
6804,7530,3
6805,9105,5
6806,402,5
6807,3494,5
6808,6296,4
6809,6758,3
6810,9082,3
6811,6949,4
6812,7936,5
6813,4807,5
6814,8098,4
6815,3793,5
6816,6914,5
6817,5745,4
6818,2604,5
6819,4029,4
6820,1781,5
6821,8716,4
6822,1415,3
6823,3681,5
6824,6849,4
6825,9206,5
6826,4214,4
6827,4374,5
6828,6707,5
6829,1951,5
6830,3737,4
6831,2177,4
6832,3717,4
6833,4550,3
6834,2816,4
6835,1530,5
6836,3837,5
6837,3031,4
6838,908,4
6839,7489,4
6840,6298,4
6841,8261,5
6842,8662,5
6843,8543,3
6844,2055,5
6845,9783,3
6846,6205,5
6847,9479,4
6848,7063,4
6849,842,3
6850,1199,5
6851,7063,4
6852,7719,5
6853,1218,4
6854,9873,4
6855,9681,5
6856,4411,5
6857,3827,4
6858,8431,5
6859,7655,4
6860,3379,4
6861,7096,5
6862,3872,4
6863,8537,5
6864,8966,5
6865,6810,4
6866,4348,4
6867,7920,5
6868,3193,5
6869,2667,4
6870,6644,4
6871,957,5
6872,528,5
6873,2606,4
6874,2204,5
6875,9514,4
6876,9280,4
6877,9503,5
6878,8674,5
6879,3191,4
6880,7468,4
6881,9895,5
6882,6617,5
6883,2696,4
6884,332,5
6885,6366,4
6886,5494,3
6887,7270,5
6888,9874,5
6889,1022,4
6890,1341,4
6891,8326,4
6892,2467,4
6893,2878,4
6894,9951,5
6895,4638,4
6896,6886,4
6897,9845,4
6898,7720,5
6899,7820,4
6900,6821,5
6901,8994,3
6902,2565,4
6903,7770,4
6904,203,5
6905,3798,3
6906,1928,5
6907,7373,4
6908,7689,5
6909,53,4
6910,2057,5
6911,4277,3
6912,1613,4
6913,7090,5
6914,4670,4
6915,7655,4
6916,2555,4
6917,1928,5
6918,8771,4
6919,2902,4
6920,3039,5
6921,4188,3
6922,7924,5
6923,4829,5
6924,8896,5
6925,4584,4
6926,7529,4
6927,1806,4
6928,8040,4
6929,9479,4
6930,2054,5
6931,4246,4
6932,8160,4
6933,1899,4
6934,7643,4
6935,7814,4
6936,9926,5
6937,7771,4
6938,7236,5
6939,6335,4
6940,8583,5
6941,6720,5
6942,7512,3
6943,3988,5
6944,7694,5
6945,1711,5
6946,6795,4
6947,5321,3
6948,810,5
6949,7413,3
6950,2565,4
6951,8344,4
6952,2660,4
6953,5708,5
6954,8705,4
6955,2912,4
6956,2468,4
6957,1164,5
6958,60,5
6959,4934,5
6960,3605,4
6961,8921,5
6962,2799,4
6963,4363,5
6964,8068,4
6965,738,5
6966,7164,5
6967,6921,4
6968,4350,4
6969,1322,4
6970,8651,4
6971,5914,4
6972,6775,4
6973,6095,4
6974,4637,4
6975,4234,5
6976,7526,4
6977,8287,4
6978,9706,5
6979,7322,5
6980,2757,4
6981,3524,5
6982,1384,4
6983,3809,4
6984,7474,4
6985,8502,5
6986,5877,4
6987,5404,5
6988,1922,4
6989,3740,5
6990,5552,4
6991,4937,5
6992,5926,5
6993,8704,4
6994,7384,4
6995,1144,4
6996,4392,5
6997,8007,4
6998,1366,5
6999,6543,5
7000,3042,4
7001,5795,5
7002,5182,4
7003,7229,4
7004,9283,5
7005,9327,3
7006,5267,5
7007,524,5
7008,7818,5
7009,3631,4
7010,2895,4
7011,839,3
7012,7943,5
7013,5234,4
7014,1806,4
7015,2036,4
7016,1507,5
7017,8964,4
7018,7825,5
7019,6054,4
7020,6349,5
7021,9082,3
7022,4347,4
7023,3705,5
7024,3760,5
7025,563,4
7026,891,5
7027,8971,5
7028,8286,4
7029,9919,4
7030,6630,5
7031,7302,4
7032,2111,4
7033,9078,4
7034,842,3
7035,2468,4
7036,7265,5
7037,6493,4
7038,8041,4
7039,577,5
7040,672,5
7041,6666,4
7042,9100,5
7043,7580,5
7044,7571,5
7045,3165,5
7046,8411,4
7047,3537,4
7048,7052,4
7049,5586,4
7050,9414,4
7051,7025,5
7052,3897,3
7053,1384,4
7054,5488,5
7055,9799,5
7056,8487,4
7057,409,4
7058,6060,5
7059,4427,4
7060,7384,4
7061,8332,3
7062,8087,4
7063,2337,3
7064,1381,5
7065,1253,5
7066,1902,4
7067,4523,4
7068,1951,5
7069,3264,4
7070,5279,4
7071,1305,5
7072,2184,5
7073,6677,5
7074,9172,4
7075,8159,4
7076,7498,5
7077,839,3
7078,6512,5
7079,1407,5
7080,5603,5
7081,6653,4
7082,9868,4
7083,4880,3
7084,8583,5
7085,9355,4
7086,6548,5
7087,8543,3
7088,5786,4
7089,4241,4
7090,3191,4
7091,406,5
7092,673,4
7093,1062,4
7094,1086,5
7095,1223,4
7096,3714,4
7097,8854,4
7098,8210,4
7099,536,3
7100,7428,5
7101,7529,4
7102,2799,4
7103,1277,5
7104,5482,4
7105,6785,5
7106,2908,4
7107,6195,4
7108,6037,5
7109,9848,5
7110,9465,5
7111,6962,5
7112,6684,5
7113,5482,4
7114,806,4
7115,2119,4
7116,799,4
7117,5069,5
7118,8597,4
7119,1162,5
7120,3544,5
7121,6046,4
7122,8124,4
7123,8468,5
7124,4994,4
7125,6532,4
7126,6310,5
7127,3108,4
7128,7902,5
7129,1077,4
7130,8214,4
7131,5179,5
7132,2555,4
7133,7512,3
7134,1381,5
7135,4738,4
7136,7273,5
7137,4129,5
7138,127,4
7139,9937,5
7140,7384,4
7141,2215,5
7142,8639,5
7143,6775,4
7144,6562,5
7145,8073,4
7146,5601,4
7147,6562,5
7148,2854,5
7149,9161,5
7150,5586,4
7151,3809,4
7152,8287,4
7153,546,3
7154,3216,5
7155,9639,4
7156,4146,5
7157,5546,4
7158,7212,5
7159,9732,4
7160,2168,5
7161,1122,4
7162,2899,5
7163,5100,4
7164,1428,4
7165,8569,5
7166,2304,5
7167,4461,4
7168,9326,4
7169,6769,4
7170,1986,4
7171,1825,5
7172,3575,5
7173,1839,5
7174,3306,3
7175,9903,4
7176,656,3
7177,8577,5
7178,990,3
7179,4277,3
7180,8920,5
7181,364,5
7182,2267,4
7183,483,5
7184,9508,4
7185,1704,4
7186,2427,5
7187,3986,5
7188,2785,5
7189,8630,5
7190,5674,4
7191,3264,4
7192,2920,5
7193,990,3
7194,5731,5
7195,5830,5
7196,459,4
7197,729,4
7198,9712,5
7199,9436,5
7200,6672,4
7201,6265,4
